Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
171.4183,17.10655,10.10771,0,0,0.3144898,0.9479337
172.448,17.21038,10.07514,0,0,0.3055261,0.7487037
173.4124,17.30684,10.03473,0,0,0.3639915,0.6268393
174.41,17.40639,9.99234,1,0,0.411753,0.5861644
175.5545,17.50943,10.08105,0,0,0.4223591,0.5674411
176.5506,17.60812,10.05579,0,0,0.3857228,0.5421402
177.4989,17.70238,10.04478,0,0,0.3376127,0.5928329
178.5648,17.80933,10.01074,0,0,0.3488866,0.7292753
179.5208,17.90664,10.1253,0,0,0.3425613,0.9263693
180.9948,18.00043,10.11228,0,0,0.326208,0.9591272
182.0563,18.10694,10.07547,0,0,0.3191902,0.7792583
183.0133,18.20228,10.05682,0,0,0.2737323,0.6873367
184.0635,18.30678,9.996471,1,0,0.3939942,0.6597179
185.2269,18.40516,10.08165,0,0,0.469603,0.6723635
186.3123,18.51295,10.04012,0,0,0.4620941,0.6057516
187.2563,18.60685,10.01233,0,0,0.3998293,0.6397552
188.2254,18.70407,10.00411,0,0,0.3431992,0.7541509
189.2425,18.80717,10.11487,0,0,0.3905652,0.9524955
190.9308,18.90446,10.08898,0,0,0.3446909,1.173424
191.8762,19.00114,10.04803,0,0,0.347311,0.9309516
192.9029,19.10467,10.0255,0,0,0.3372872,0.7549692
193.8842,19.20285,10.01516,0,0,0.2978996,0.6607859
194.9518,19.3093,10.12782,0,0,0.3473065,0.6305115
196.0351,19.4012,10.10513,0,0,0.3276188,0.5926113
197.0526,19.5027,10.07996,0,0,0.3127927,0.4598591
198.1409,19.61081,10.06329,0,0,0.2768871,0.3939029
199.092,19.70528,10.04974,0,0,0.2215191,0.3893263
200.087,19.80432,10.04027,0,0,0.1802778,0.4279892
201.1824,19.91377,10.02951,0,0,0.1468289,0.5103961
202.3205,20.00679,10.0184,0,0,0.1430687,0.3728356
203.2569,20.10303,10.02664,0,0,0.1346042,0.2478554
204.2467,20.20406,10.07938,0,0,0.1242262,0.1451005
205.2167,20.30187,10.19384,0,0,0.1082534,0.06703646
206.2966,20.40882,10.37704,0,0,0.08796081,0.004538888
207.2739,20.50351,10.61049,0,0,0.06680564,0.03512777
208.3291,20.60341,10.88265,0,0,0.0499811,0.06480814
209.3974,20.70216,11.18318,0,0,0.03589636,0.08482748
210.5827,20.80148,11.51195,0,0,0.02534418,0.09232679
211.6887,20.91999,11.95311,0,0,0.01982712,0.1011786
213.038,21.01056,12.27802,0,0,0.01178856,0.102838
214.1502,21.10047,12.70785,0,0,0.006992447,0.1032027
215.4963,21.20573,12.62664,0,0,0.01218838,0.1065831
216.6787,21.30844,12.6734,0,0,0.01986022,0.1120586
217.9106,21.40509,12.73564,0,0,-0.01570497,0.09562273
219.2448,21.50828,12.8945,0,0,0.005511825,0.09587763
220.5108,21.60517,13.02447,0,0,0.0056237,0.09827174
221.8265,21.70525,13.09165,0,0,0.002119526,0.09886459
223.0767,21.80588,13.11215,0,0,-0.001271906,0.09780502
224.3391,21.90145,13.07007,0,0,-0.002574927,0.09381104
225.634,22.00057,12.99587,0,0,-0.0003525028,0.08932877
227.0484,22.11016,12.92288,0,0,0.0005929209,0.08571053
228.2774,22.20604,12.87601,0,0,-0.0009687692,0.08351517
229.5525,22.30565,12.86102,0,0,-0.001323248,0.08176231
230.8336,22.40552,12.86189,0,0,0.0001107277,0.0804081
232.1721,22.50951,12.85802,0,0,0.000567344,0.07889557
233.4466,22.60839,12.84099,0,0,-0.0002257768,0.07681084
234.7067,22.70635,12.81094,0,0,-0.0003915187,0.07432938
235.9109,22.80039,12.77141,0,0,0.0001850417,0.07213974
237.279,22.9078,12.72975,0,0,2.842909E-05,0.07016945
238.5541,23.0083,12.6953,0,0,-0.0004258822,0.06864929
239.7564,23.10325,12.67153,0,0,-0.0003415267,0.06731987
240.9836,23.20023,12.6539,0,0,-1.091091E-05,0.06593323
242.3474,23.30806,12.63564,0,0,-4.188204E-05,0.06417465
243.5728,23.40502,12.61338,0,0,-0.000199581,0.06238556
244.8119,23.50326,12.58682,0,0,-0.0001328015,0.0605793
246.0567,23.60221,12.5573,0,0,3.403053E-06,0.05897903
247.3526,23.70564,12.47282,0,0,0.313716,0.04212952
248.5397,23.80165,12.33649,0,0,0.4524643,0.08378029
249.8585,23.91198,12.20708,0,0,0.6192968,0.4100475
250.9088,24.00533,12.0528,0,0,0.6414098,0.8510876
251.9153,24.1034,11.96294,0,0,0.6989279,1.476295
252.8582,24.20806,11.8404,0,0,0.6892648,2.30397
258.7821,24.30826,11.54383,0,0,1,1.952538
259.7319,24.40078,11.29525,0,0,1,1.473618
260.8304,24.50132,11.12821,0,0,1,1.181454
263.6846,24.60196,10.96953,0,0,1,0.6052265
263.8654,24.70446,10.81179,0,0,1,0.5114269
264.2856,24.81041,10.65871,0,0,1,1.583086
264.8064,24.90009,10.44678,0,0,1,2.387974
265.5596,25.00208,10.29392,0,0,1,3.151981
266.477,25.1073,10.1664,0,0,1,3.742781
267.4383,25.20741,10.02614,0,0,1,4.102137
276.8159,25.31058,10.04301,0,0,-0.3019067,4.079742
276.8683,25.40874,10.02878,0,0,-1,3.0793
277.208,25.51076,9.952494,1,0,-1,2.128868
277.7551,25.60853,9.997375,1,0,-1,1.295506
278.494,25.71008,10.02374,0,0,-1,0.5643845
279.2636,25.80051,9.994469,1,0,-1,0.05526352
280.2581,25.90588,10.01293,0,0,-1,0.3499908
281.2651,26.00658,10.02759,0,0,-0.6911625,0.5319748
282.2684,26.10482,10.20591,0,0,-0.4200333,0.5681763
283.2585,26.2014,10.26096,0,0,-0.2279017,0.5402489
284.2951,26.30255,10.273,0,0,-0.1020207,0.4777832
285.3349,26.40404,10.26886,0,0,-0.02949126,0.4044266
286.4248,26.51042,10.25787,0,0,0.01270746,0.3305054
287.4403,26.60959,10.24312,0,0,0.03051503,0.2689743
288.3656,26.70006,10.22569,0,0,0.03582302,0.2196312
289.4258,26.80391,10.20698,0,0,0.03954913,0.1708069
290.443,26.90375,10.18868,0,0,0.03723563,0.131916
291.45,27.00274,10.17202,0,0,0.03109479,0.1009979
292.5468,27.11071,10.15732,0,0,0.02729317,0.07538605
293.4624,27.20093,10.1436,0,0,0.02123091,0.05957413
294.6003,27.31317,10.12979,0,0,0.0175298,0.04552078
295.5654,27.40849,10.11514,0,0,0.01305956,0.03705978
296.5749,27.50835,10.09956,0,0,0.009899017,0.03037262
297.5549,27.60546,10.08347,0,0,0.00752156,0.02532959
298.573,27.7065,10.06744,0,0,0.005575743,0.02120972
299.5938,27.80799,10.05194,0,0,0.004178993,0.01815033
300.5571,27.9039,10.03706,0,0,0.002990926,0.01613235
301.563,28.00419,10.02256,0,0,0.002102217,0.01477051
302.5742,28.10513,10.0081,0,0,0.001435054,0.01394272
303.5426,28.20165,10.13496,0,0,0.0009903328,0.01341248
304.6091,28.30694,10.11954,0,0,0.0006713762,0.01290131
